track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_name,popularity,album_name,album_type,release_date,track_url
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150.0,69,145,69,2,478,143,D#,Major,83,69,44,15,0,10,33,Lil Durk,70.0,All My Life (feat. J. Cole),single,2023-05-12,https://open.spotify.com/track/6HgWWaMu31KdOpEG5l28BG
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540.0,49,105,63,1,0,100,F#,Minor,49,17,35,71,9,11,3,Lana Del Rey,84.0,Say Yes To Heaven,single,2023-05-19,https://open.spotify.com/track/6GGtHZgBycCgGBUhZo81xe
Snooze,SZA,1,2022,12,9,2839,25,399686758.0,58,156,42,1,236,143,F,Major,56,39,55,14,0,11,13,SZA,88.0,SOS,album,2022-12-09,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508.0,89,143,"1,632",3,200,112,C#,Minor,56,24,66,7,0,12,3,Lana Del Rey,58.0,Born To Die (Deluxe Version),album,2012-01-01,https://open.spotify.com/track/33CeM8NI7tfrNgciVOFMoo
Take Two,BTS,1,2023,6,9,674,47,118482347.0,20,106,25,4,78,93,G,Major,62,57,59,3,0,38,3,BTS,69.0,Take Two,single,2023-06-09,https://open.spotify.com/track/5IAESfJjmOYu7cHyX557kz
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184.0,160,110,163,0,5,206,G,Major,43,50,55,50,0,15,10,,,,,,
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165.0,17,119,19,2,266,88,G,Minor,68,17,71,15,0,11,5,Metro Boomin,84.0,HEROES & VILLAINS,album,2022-12-02,https://open.spotify.com/track/2Hh3ETdQKrmSI3QS0hme7g
Chemical,Post Malone,1,2023,4,14,2528,39,172825906.0,56,91,59,3,486,170,D,Major,50,37,90,0,0,12,5,Post Malone,76.0,Chemical,single,2023-04-14,https://open.spotify.com/track/5w40ZYhbBMAlHYNDaVJIUu
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043.0,49,98,"2,394",5,204,84,E,Minor,62,24,67,21,0,13,28,Eminem,86.0,Encore (Deluxe Version),album,2004-11-12,https://open.spotify.com/track/561jH07mF1jHuk7KlaeF0s
New Jeans,NewJeans,1,2023,7,7,77,35,29562220.0,8,166,4,4,34,134,E,Minor,81,53,72,51,0,12,5,NewJeans,77.0,NewJeans 'Super Shy',single,2023-07-07,https://open.spotify.com/track/6rdkCkjk6D12xRpdMXy0I2
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611.0,6,40,6,6,202,158,A#,Major,54,50,40,61,0,10,6,Carin Leon,82.0,Colmillo De Leche,album,2023-05-19,https://open.spotify.com/track/3fJHbMUnzceimOnNjp63fF
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506.0,384,135,"1,034",37,312,116,C#,Major,80,92,80,4,0,10,3,Elton John,81.0,Cold Heart (PNAU Remix),single,2021-08-13,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633.0,41,100,59,1,32,117,C#,Major,61,45,69,2,0,9,3,Ruth B.,86.0,Safe Haven,album,2017-05-05,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900.0,98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5,Imagine Dragons,76.0,Bones,single,2022-03-11,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,88,112,"2,163",5,519,108,D,Minor,61,47,68,0,0,13,3,Adele,83.0,21,album,2011-01-24,https://open.spotify.com/track/3di5hcvxxciiqwMH1jarhY
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526.0,69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10,Kendrick Lamar,84.0,"good kid, m.A.A.d city",album,2012,https://open.spotify.com/track/74tLlkN3rgVzRqQJgPfink
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294.0,7,6,0,0,48,130,F,Major,51,18,44,76,0,11,3,Anggi Marito,79.0,Tak Segampang Itu,single,2022-12-02,https://open.spotify.com/track/26cvTWJq2E1QqN4jyH2OTU
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561.0,2,106,4,2,184,116,B,Major,77,79,62,33,1,15,3,Peso Pluma,78.0,GÉNESIS,album,2023-06-29,https://open.spotify.com/track/3HOKxuTDmNVmIlCIpBiD8m
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123.0,21,52,6,1,0,121,G,Major,65,49,78,0,0,17,4,Taylor Swift,72.0,Speak Now (Taylor's Version),album,2023-07-07,https://open.spotify.com/track/7G0gBu6nLdhFDPRLc0HdDG
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614.0,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,Tears For Fears,87.0,Songs From The Big Chair (Super Deluxe Edition),album,1985-02-25,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570.0,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,J. Cole,86.0,2014 Forest Hills Drive,album,2014-12-09,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
Tattoo,Loreen,1,2023,2,25,2988,59,201660859.0,74,102,145,18,925,150,D#,Minor,55,30,78,24,0,12,8,Loreen,81.0,Tattoo,single,2023-02-25,https://open.spotify.com/track/1DmW5Ep6ywYwxc2HMT5BG6
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961.0,19,23,24,3,88,120,F,Minor,84,96,71,18,0,34,17,Milo j,80.0,Rara Vez,single,2023-02-08,https://open.spotify.com/track/7MVIfkyzuUmQ716j8U7yGR
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753.0,40,58,47,8,203,127,B,Minor,82,89,85,4,0,23,6,LUIGIH,0.0,VAGABUNDO,single,2024-05-24,https://open.spotify.com/track/2nP9kFWnbs8n7iFhJFUR6H
august,Taylor Swift,1,2020,7,24,7324,22,607123776.0,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,,,,,,
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345.0,19,117,8,1,74,128,A,Minor,75,79,63,33,0,15,4,,,,,,
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784.0,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,Calvin Harris,74.0,Miracle (with Ellie Goulding),single,2023-03-10,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.0,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,Sabrina Carpenter,86.0,emails i can't send,album,2022-07-15,https://open.spotify.com/track/6dgUya35uo964z7GZXM07g
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4,,,,,,
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,8,116,4,3,2,92,n/a,Major,81,39,60,31,0,7,3,,,,,,
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821.0,45,69,52,4,3,95,F,Major,87,57,55,10,0,29,7,,,,,,
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,Macklemore,86.0,The Heist,album,2012-10-09,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,437,115,"1,212",12,0,95,n/a,Major,55,56,82,12,0,34,5,Harry Styles,84.0,Fine Line,album,2019-12-13,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893.0,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,,,,,,
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5,Bizarrap,65.0,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",single,2023-06-21,https://open.spotify.com/track/2NFadq6pUeiVEihLvUlOSr
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.0,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,(G)I-DLE,73.0,I feel,single,2023-05-15,https://open.spotify.com/track/4uOBL4DDWWVx4RhYKlPbPC
OMG,NewJeans,1,2023,1,2,1783,27,430977451.0,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,,,,,,
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874.0,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,,,,,,
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,Bizarrap,79.0,"Shakira: Bzrp Music Sessions, Vol. 53",single,2023-01-11,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710.0,30,80,588,1,1,140,n/a,Major,52,20,85,0,0,7,5,Arctic Monkeys,86.0,Favourite Worst Nightmare,album,2007-04-22,https://open.spotify.com/track/0BxE4FqsDD1Ot4YuBXwAPp
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132.0,31,37,31,0,189,140,n/a,Major,63,22,54,46,0,12,8,Metro Boomin,71.0,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),album,2023-06-02,https://open.spotify.com/track/5rurggqwwudn9clMdcchxT
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178.0,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,Metro Boomin,82.0,HEROES & VILLAINS,album,2022-12-02,https://open.spotify.com/track/5wG3HvLhF6Y5KTGlK0IW3J
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632.0,3,88,1,0,52,110,G,Minor,76,96,72,32,0,9,4,Sachin-Jigar,56.0,"Tere Vaaste (From ""Zara Hatke Zara Bachke"") - Single",single,2023-05-22,https://open.spotify.com/track/75DRLUnnltzSyuTJ7onxmW
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,Ed Sheeran,88.0,÷ (Deluxe),album,2017-03-03,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,d4vd,85.0,Romantic Homicide,single,2022-07-20,https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,Imagine Dragons,87.0,Evolve,album,2017-06-23,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253.0,6,9,26,1,66,124,D#,Minor,84,65,50,67,0,13,6,,,,,,
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641.0,5,2,30,2,66,133,B,Minor,93,68,65,42,0,12,25,Mc Pedrinho,60.0,"Gol Bolinha, Gol Quadrado 2",single,2023-06-01,https://open.spotify.com/track/0U9CZWq6umZsN432nh3WWT
Without Me,Eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,Halsey,83.0,Manic,album,2020-01-17,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388.0,17,29,26,3,208,97,n/a,Major,79,92,89,5,0,6,5,Ryan Castro,79.0,EL CANTANTE DEL GHETTO,album,2024-05-10,https://open.spotify.com/track/0zNMdrDEs5N0JPQ7RYQZln
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552.0,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,The Weeknd,80.0,Starboy,album,2016-11-24,https://open.spotify.com/track/5gDWsRxpJ2lZAffh5p7K0w
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788.0,71,113,99,13,28,80,D#,Minor,65,27,69,8,0,53,4,Bad Bunny,83.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494.0,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,Keane,85.0,Hopes And Fears,album,2004-05-10,https://open.spotify.com/track/1SKPmfSYaPsETbRHaiA18G
Those Eyes,New West,1,2019,5,10,1507,14,411747614.0,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,New West,81.0,Based On A True Story...,album,2023-10-20,https://open.spotify.com/track/2psRActEWsTlYYd7EDoyVR
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,Chino Pacas,73.0,Que Sigan Llegando Las Pacas (Extended),album,2024-10-18,https://open.spotify.com/track/6SvAvDIzS5ZWBagkc7XOgp
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,7,76,3,1,93,128,A,Minor,81,90,77,1,0,9,5,Natanael Cano,76.0,Nata Montana,album,2023-06-30,https://open.spotify.com/track/4t46soaqA758rbukTO5pp1
Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60,122,n/a,Major,78,70,81,57,0,10,5,,,,,,
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,119,81,974,1,503,130,n/a,Major,47,86,92,8,0,5,24,Don Omar,77.0,Meet The Orphans,album,2010-01-01,https://open.spotify.com/track/6DXLO8LndZMVOHM0wNbpzg
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632.0,14,88,66,3,72,160,A,Major,69,61,71,33,0,31,20,AgroPlay,62.0,Agroplay Verão,album,2023-08-18,https://open.spotify.com/track/6zFpImDYig0CQhLL2NIfyN
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,,,,,,
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12,5,56,192,B,Major,50,85,52,11,0,28,6,Big One,73.0,Un Finde | CROSSOVER #2,single,2023-04-04,https://open.spotify.com/track/3tiJUOfAEqIrLFRQgGgdoY
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532.0,81,121,58,1,34,163,n/a,Major,54,40,67,0,0,9,17,Drake,81.0,"Honestly, Nevermind",album,2022-06-17,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,OneRepublic,87.0,Native,album,2013-01-01,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,0,154,D,Major,61,41,74,21,0,40,6,,,,,,
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,0,117,A,Minor,73,31,69,6,0,11,4,Chris Brown,84.0,Indigo (Extended),album,2019-10-04,https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5,Peso Pluma,68.0,GÉNESIS,album,2023-06-29,https://open.spotify.com/track/0cNSq9T5l8gZnpY14rsTR2
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,n/a,Major,86,74,80,33,0,8,6,Daddy Yankee,82.0,Barrio Fino (Bonus Track Version),album,2004-07-13,https://open.spotify.com/track/5YoITs1m0q8UOQ4AW7N5ga
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,Drake,86.0,Views,album,2016-05-06,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,Taylor Swift,70.0,Speak Now,album,2010-10-25,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112,0,200,118,n/a,Major,68,61,82,2,0,50,3,The Weeknd,85.0,After Hours,album,2020-03-20,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,Miguel,86.0,All I Want Is You,album,2010-11-26,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3,,,,,,
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,Lord Huron,90.0,Strange Trails,album,2015-04-06,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,"4,607",1,58,128,C#,Major,73,60,77,3,0,11,4,Rihanna,83.0,Talk That Talk,album,2011-11-18,https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,n/a,Major,60,43,27,94,0,14,4,Bruno Mars,88.0,Unorthodox Jukebox,album,2012-12-07,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,Alec Benjamin,83.0,Narrated For You,album,2018-11-16,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44,90,A,Minor,60,13,53,4,0,21,4,Metro Boomin,76.0,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),album,2023-06-02,https://open.spotify.com/track/6Ec5LeRzkisa5KJtwLfOoW
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,Arctic Monkeys,87.0,AM,album,2013-09-09,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,Imagine Dragons,84.0,Night Visions,album,2012-09-04,https://open.spotify.com/track/5qaEfEh1AtSdrdrByCP7qR
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8,1,117,166,C#,Major,57,84,94,11,0,37,9,,,,,,
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,The Weeknd,82.0,Starboy,album,2016-11-25,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,Taylor Swift,80.0,1989 (Deluxe),album,2014-01-01,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,Arctic Monkeys,85.0,AM,album,2013-09-09,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,n/a,Major,56,53,64,11,0,45,6,Rosa Linn,81.0,SNAP,single,2022-03-19,https://open.spotify.com/track/5hx7w26Zi3zafMgvMTUqF6
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,Ed Sheeran,88.0,÷ (Deluxe),album,2017-03-03,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940.0,60,20,2,0,0,120,G#,Major,67,40,52,86,0,12,4,One Direction,88.0,FOUR (Deluxe),album,2014-11-17,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144.0,11,84,6,1,30,98,n/a,Major,70,37,54,6,0,9,8,Oscar Maydon,80.0,Fin de Semana,single,2023-01-13,https://open.spotify.com/track/6TBzRwnX2oYd8aOrOuyK1p
Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,Radiohead,88.0,Pablo Honey,album,1993-02-22,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,James Arthur,83.0,YOU,album,2019-10-18,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,Cigarettes After Sex,87.0,Cigarettes After Sex,album,2017-06-09,https://open.spotify.com/track/1oAwsWBovWRIp7qLMGPIet
Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57,90,E,Minor,74,36,63,26,0,27,5,Shubh,75.0,Still Rollin,album,2023-05-19,https://open.spotify.com/track/4eBvRhTJ2AcxCsbfTUjoRp
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,Frank Ocean,88.0,Blonde,album,2016-08-20,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8
Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633,3,37,120,n/a,Major,70,59,75,24,0,9,4,Post Malone,85.0,Hollywood's Bleeding,album,2019-09-06,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,,,,,,
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,Hozier,84.0,Hozier,album,2014-09-19,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,Fuerza Regida,72.0,Bebe Dame,single,2022-12-16,https://open.spotify.com/track/0mzsLrUNazBaRfYZfjmpSV
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3,,,,,,
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25,,,,,,
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8,Taylor Swift,69.0,Speak Now (Taylor's Version),album,2023-07-07,https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,Hotel Ugly,85.0,Shut up My Moms Calling,single,2020-02-10,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611.0,71,37,653,0,167,116,n/a,Major,74,76,70,7,0,13,3,,,,,,
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,Plan B,82.0,House of Pleasure,album,2010-07-20,https://open.spotify.com/track/3KZCP2StVGdWkOKyRZNWA4
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,SAIKO,64.0,SAKURA,album,2024-04-26,https://open.spotify.com/track/4HsjtyUDFGAxRF3AaA6q07
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,NewJeans,79.0,Ditto,single,2022-12-19,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,Talent Unplugged,27.0,Talent Unplugged - aflevering 1,album,2025-03-14,https://open.spotify.com/track/0IwEdqp4PYpz8KgTLGIxWe
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,Metro Boomin,72.0,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),album,2023-06-02,https://open.spotify.com/track/39MK3d3fonIP8Mz9oHCTBB
